Academic year,semester,School Name,country,school,Number of people
103,1,國立陽明大學,日本,奈良先端科學技術大學院大學,1
103,1,國立陽明大學,大陸地區,上海交通大學,1
103,1,國立陽明大學,芬蘭共和國,于韋斯屈萊大學,1
103,1,國立陽明大學,美國,加州大學洛杉磯分校,1
103,1,國立陽明大學,大陸地區,上海交通大學,20
103,1,國立陽明大學,美國,加州大學聖地牙哥分校,2
103,1,國立陽明大學,美國,約翰霍普金斯醫院,3
103,1,國立陽明大學,美國,凱斯西儲大學,2
103,1,國立陽明大學,日本,RIKEN理化研究所,1
103,1,國立陽明大學,芬蘭共和國,于韋斯屈萊大學,7
103,1,國立陽明大學,芬蘭共和國,JAMK應用科技大學,3
103,1,國立陽明大學,芬蘭共和國,于韋斯屈萊大學,2
103,1,國立陽明大學,日本,長崎大學,1
103,1,國立陽明大學,芬蘭共和國,JAMK應用科技大學,5
103,1,國立陽明大學,英國,愛丁堡大學,1
103,1,國立陽明大學,美國,耶魯大學,2
103,1,國立陽明大學,日本,新潟大學,7
103,1,國立陽明大學,美國,加州大學聖地牙哥分校,1
103,1,國立陽明大學,美國,諾瓦東南大學,5
103,1,國立臺北大學,日本,一橋大學,1
103,1,國立臺北大學,大韓民國(南韓),梨花女子大學,1
103,1,國立臺北大學,日本,佐賀大學(SPACE),1
103,1,國立臺北大學,香港,香港城市大學,1
103,1,國立臺北大學,奧地利共和國,茵斯堡大學,1
103,1,國立臺北大學,香港,香港樹仁大學,13
103,1,國立臺北大學,捷克共和國,布拉格生命科學大學,1
103,1,國立臺北大學,香港,香港中文大學,4
103,1,國立臺北大學,大陸地區,廈門大學,1
103,1,國立臺北大學,大陸地區,廣州中山大學,2
103,1,國立臺北大學,大陸地區,廣州暨南大學,13
103,1,國立臺北大學,日本,明治大學,1
103,1,國立臺北大學,加拿大,紐芬蘭紀念大學,1
103,1,國立臺北大學,大陸地區,,1
103,1,國立臺北大學,大陸地區,,1
103,1,國立臺北大學,大陸地區,人民大學,1
103,1,國立臺北大學,大韓民國(南韓),梨花女子大學,1
103,1,國立臺北大學,日本,甲南KONAN,1
103,1,國立臺北大學,加拿大,紐芬蘭紀念大學,1
103,1,國立臺北大學,荷蘭王國,格羅寧根大學,1
103,1,國立臺北大學,大陸地區,吉林大學,2
103,1,國立臺北大學,大陸地區,南京大學,1
103,1,國立臺北大學,大韓民國(南韓),梨花女子大學,1
103,1,國立臺北大學,日本,佐賀大學(SPACE),1
103,1,國立臺北大學,加拿大,紐芬蘭紀念大學,2
103,1,國立臺北大學,波蘭共和國,亞當密茲坎維奇大學,2
103,1,國立臺北大學,法國,雷恩商學院,1
103,1,國立臺北大學,摩洛哥王國,卡薩布隆卡商業學校,1
103,1,國立臺北大學,大陸地區,,1
103,1,國立臺北大學,大陸地區,人民大學,1
103,1,國立臺北大學,大陸地區,暨南大學,1
103,1,國立臺北大學,波蘭共和國,柯茲明斯基大學,1
103,1,國立臺北大學,法國,,1
103,1,國立臺北大學,美國,紐約州立新帕爾茲,1
103,1,國立臺北大學,香港,香港城市大學,2
103,1,國立臺北大學,奧地利共和國,茵斯堡大學,1
103,1,國立臺北大學,大陸地區,南京大學,1
103,1,國立臺北大學,波蘭共和國,亞當密茲坎維奇大學,1
103,1,國立臺北大學,法國,,1
103,1,國立臺北大學,奧地利共和國,茵斯堡大學,1
103,1,國立臺北大學,大陸地區,,1
103,1,國立臺北大學,日本,一橋大學,1
103,1,國立臺北大學,香港,香港教育學院,1
103,1,國立臺北大學,捷克共和國,布拉格生命科學大學,1
103,1,國立臺北大學,加拿大,紐芬蘭紀念大學,2
103,1,國立臺北大學,瑞典王國,耶夫勒大學,2
103,1,國立臺北大學,大陸地區,吉林大學,2
103,1,國立臺北大學,大陸地區,,1
103,1,國立臺北大學,大陸地區,廣州中山大學,1
103,1,國立臺北大學,日本,神戶,1
103,1,國立臺北大學,波蘭共和國,柯茲明斯基大學,1
103,1,國立臺北大學,日本,甲南,1
103,1,國立臺北大學,法國,巴黎計算機電子工程師學院,1
103,1,國立臺北大學,香港,香港大學,12
103,1,國立臺北大學,法國,雷恩商學院,1
103,1,國立嘉義大學,美國,奧瑞岡大學,1
103,1,國立嘉義大學,日本,明治大學,1
103,1,國立嘉義大學,大陸地區,中國傳媒大學,4
103,1,國立嘉義大學,日本,德島大學,1
103,1,國立嘉義大學,大陸地區,東北大學,1
103,1,國立嘉義大學,日本,明治大學,1
103,1,國立嘉義大學,美國,奧瑞岡大學,1
103,1,國立嘉義大學,美國,奧瑞岡大學,1
103,1,國立嘉義大學,大陸地區,南京農業大學,1
103,1,國立嘉義大學,美國,奧瑞岡大學,1
103,1,國立嘉義大學,大陸地區,華中農業大學,3
103,1,國立嘉義大學,法國,南特高等木業學院,2
103,1,國立高雄大學,日本,宮城學院女子大學,1
103,1,國立高雄大學,美國,威斯康辛大學麥 迪遜校區,1
103,1,國立高雄大學,美國,美國休士頓及華 盛頓特區,1
103,1,國立高雄大學,德意志聯邦共和國,柏林洪堡大學,2
103,1,國立高雄大學,澳大利亞,澳洲昆士蘭大學,1
103,1,國立高雄大學,大韓民國(南韓),大邱大學,1
103,1,國立高雄大學,大韓民國(南韓),仁濟大學,2
103,1,國立高雄大學,大韓民國(南韓),世宗大學,1
103,1,國立高雄大學,大韓民國(南韓),加圖立大學,1
103,1,國立高雄大學,大韓民國(南韓),成均館大學,2
103,1,國立高雄大學,大韓民國(南韓),東國大學,2
103,1,國立高雄大學,大韓民國(南韓),首爾大學,5
103,1,國立高雄大學,大韓民國(南韓),高麗大學,2
103,1,國立高雄大學,大韓民國(南韓),淑明女子大學,1
103,1,國立高雄大學,日本,札幌學院大學,2
103,1,國立高雄大學,日本,名古屋學院大學,1
103,1,國立高雄大學,日本,東北大學,1
103,1,國立高雄大學,日本,松山大學,1
103,1,國立高雄大學,日本,長崎外國語大學,2
103,1,國立高雄大學,日本,宮城教育大學,2
103,1,國立高雄大學,日本,宮城學院女子大學,1
103,1,國立高雄大學,日本,桃山學院大學,1
103,1,國立高雄大學,日本,滋賀大學,2
103,1,國立高雄大學,日本,愛媛大學,1
103,1,國立高雄大學,日本,新潟大學,2
103,1,國立高雄大學,日本,福岡大學,1
103,1,國立高雄大學,日本,橫濱國立大學,1
103,1,國立高雄大學,美國,墨瑞州立大學,1
103,1,國立高雄大學,越南社會主義共和國,河內師範大學,1
103,1,國立高雄大學,越南社會主義共和國,河內國家大學人文與社會科學大學,12
103,1,國立高雄大學,大韓民國(南韓),世宗大學,2
103,1,國立高雄大學,奧地利共和國,奧地利北部應用科技大學,1
103,1,國立高雄大學,大陸地區,西南財經大學,1
103,1,國立高雄大學,日本,桃山學院大學,1
103,1,國立高雄大學,日本,福岡大學,1
103,1,國立高雄大學,大陸地區,中國政法大學,2
103,1,國立高雄大學,大韓民國(南韓),加圖立大學,1
103,1,國立高雄大學,日本,名古屋學院大學,1
103,1,國立高雄大學,日本,愛媛大學,1
103,1,國立高雄大學,大陸地區,上海大學,1
103,1,國立高雄大學,大陸地區,廈門大學,1
103,1,國立高雄大學,日本,愛媛大學,1
103,1,國立高雄大學,大陸地區,廈門大學,2
103,1,國立高雄大學,大韓民國(南韓),明知大學,1
103,1,國立高雄大學,日本,愛媛大學,2
103,1,國立高雄大學,越南社會主義共和國,河內國家大學人文與社會科學大學,1
103,1,國立高雄大學,澳門,澳門城市大學,1
103,1,國立東華大學,大陸地區,復旦大學,1
103,1,國立東華大學,大陸地區,重慶大學,1
103,1,國立東華大學,大陸地區,蘇州大學,1
103,1,國立東華大學,美國,,1
103,1,國立東華大學,美國,,1
103,1,國立東華大學,大陸地區,四川大學,1
103,1,國立東華大學,大陸地區,復旦大學,2
103,1,國立東華大學,大陸地區,蘇州大學,1
103,1,國立東華大學,捷克共和國,,1
103,1,國立東華大學,美國,,1
103,1,國立東華大學,大陸地區,四川大學,1
103,1,國立東華大學,大陸地區,四川大學,1
103,1,國立東華大學,大陸地區,復旦大學,1
103,1,國立東華大學,日本,,1
103,1,國立東華大學,大陸地區,西南民族大學,1
103,1,國立東華大學,大陸地區,四川大學,1
103,1,國立東華大學,大陸地區,廈門大學,1
103,1,國立東華大學,美國,,1
103,1,國立東華大學,大陸地區,武漢大學,1
103,1,國立東華大學,大韓民國(南韓),東亞大學,1
103,1,國立東華大學,大陸地區,西南民族大學,1
103,1,國立東華大學,波蘭共和國,,1
103,1,國立東華大學,捷克共和國,,1
103,1,國立東華大學,大陸地區,四川大學,1
103,1,國立東華大學,大韓民國(南韓),東亞大學,1
103,1,國立東華大學,日本,,1
103,1,國立東華大學,大陸地區,武漢大學,1
103,1,國立東華大學,大陸地區,復旦大學,1
103,1,國立東華大學,波蘭共和國,,1
103,1,國立東華大學,捷克共和國,,1
103,1,國立東華大學,大陸地區,武漢大學,1
103,1,國立東華大學,大陸地區,西安交通大學,1
103,1,國立東華大學,大陸地區,蘇州大學,1
103,1,國立東華大學,捷克共和國,,1
103,1,國立東華大學,大陸地區,廈門大學,1
103,1,國立東華大學,大陸地區,蘭州大學,1
103,1,國立東華大學,捷克共和國,,1
103,1,國立東華大學,捷克共和國,,1
103,1,國立東華大學,大陸地區,武漢大學,1
103,1,國立東華大學,大陸地區,北京理工大學,1
103,1,國立東華大學,大陸地區,武漢大學,1
103,1,國立東華大學,大陸地區,四川大學,1
103,1,國立東華大學,捷克共和國,,1
103,1,國立東華大學,捷克共和國,,1
103,1,國立東華大學,大陸地區,華東師範大學,1
103,1,國立暨南國際大學,大陸地區,暨南大學,4
103,1,國立暨南國際大學,日本,?際教養大?,2
103,1,國立暨南國際大學,日本,一橋大學,4
103,1,國立暨南國際大學,加拿大,紐芬蘭大學,1
103,1,國立暨南國際大學,西班牙王國,瓦倫西亞大學,2
103,1,國立暨南國際大學,西班牙王國,拿瓦拉大學,2
103,1,國立暨南國際大學,法國,格勒諾博第二大學,3
103,1,國立暨南國際大學,香港,香港教育學院,1
103,1,國立暨南國際大學,越南社會主義共和國,河內大學,4
103,1,國立暨南國際大學,德意志聯邦共和國,圖賓根大學,4
103,1,國立暨南國際大學,紐西蘭,威靈頓維多利亞大學,1
103,1,國立暨南國際大學,德意志聯邦共和國,圖賓根大學,1
103,1,國立暨南國際大學,英國,布萊頓大學,1
103,1,國立暨南國際大學,大陸地區,暨南大學,2
103,1,國立暨南國際大學,大陸地區,山東大學威海分校,1
103,1,國立暨南國際大學,大陸地區,北京科技大學,1
103,1,國立暨南國際大學,大陸地區,香港教育大學,1
103,1,國立暨南國際大學,西班牙王國,哈恩大學,1
103,1,國立暨南國際大學,英國,倫敦藝術大學,1
103,1,國立暨南國際大學,大陸地區,中山大學,1
103,1,國立暨南國際大學,大陸地區,中山大學,1
103,1,國立暨南國際大學,大陸地區,暨南大學,2
103,1,國立暨南國際大學,泰王國(泰國),華僑崇聖大學,1
103,1,國立暨南國際大學,大陸地區,中山大學,1
103,1,國立暨南國際大學,日本,宇都宮大學,1
103,1,國立暨南國際大學,大陸地區,中山大學,3
103,1,國立暨南國際大學,大陸地區,中國社會科學院研究生院,3
103,1,國立暨南國際大學,大陸地區,暨南大學,1
103,1,國立暨南國際大學,大陸地區,中國社會科學院研究生院,3
103,1,國立暨南國際大學,大陸地區,暨南大學,2
103,1,國立暨南國際大學,大陸地區,暨南大學,1
103,1,國立暨南國際大學,大陸地區,暨南大學,1
103,1,國立暨南國際大學,日本,日本會津大學,4
103,1,國立暨南國際大學,加拿大,加拿大紐芬蘭與拉不拉多省聖約翰斯紐芬蘭紀念大學,2
103,1,國立暨南國際大學,荷蘭王國,荷蘭海牙,1
103,1,國立暨南國際大學,日本,多摩大學,1
103,1,國立暨南國際大學,西班牙王國,哈恩大學,1
103,1,國立暨南國際大學,日本,日本首都大學,1
103,1,國立暨南國際大學,日本,日本會津大學,4
103,1,國立暨南國際大學,大陸地區,中山大學,1
103,1,國立暨南國際大學,加拿大,加拿大皇家軍事學院,1
103,1,國立暨南國際大學,加拿大,紐芬蘭大學,1
103,1,國立暨南國際大學,加拿大,勞雷爾大學,1
103,1,國立暨南國際大學,大陸地區,中山大學,1
103,1,國立暨南國際大學,大陸地區,天津南開大學,1
103,1,國立暨南國際大學,西班牙王國,哈恩大學,2
103,1,國立臺灣科技大學,瑞典王國,哈勒姆斯塔德大學,1
103,1,國立臺灣科技大學,大韓民國(南韓),高麗大學,1
103,1,國立臺灣科技大學,比利時王國,布魯塞爾自由大學,1
103,1,國立臺灣科技大學,法國,特魯瓦科技大學,1
103,1,國立臺灣科技大學,俄羅斯聯邦,聖彼得堡大學,1
103,1,國立臺灣科技大學,奧地利共和國,奧地利林茲大學,1
103,1,國立臺灣科技大學,法國,特魯瓦科技大學,1
103,1,國立臺灣科技大學,大陸地區,同濟大學,1
103,1,國立臺灣科技大學,大陸地區,浙江大學,1
103,1,國立臺灣科技大學,日本,神奈川大學,1
103,1,國立臺灣科技大學,瑞典王國,哈勒姆斯塔德大學,1
103,1,國立臺灣科技大學,瑞典王國,哥德堡大學HDK工藝設計學院,1
103,1,國立臺灣科技大學,德意志聯邦共和國,科隆應用技術大學,2
103,1,國立臺灣科技大學,美國,堪薩斯,1
103,1,國立臺灣科技大學,英國,設計管理學院,2
103,1,國立臺灣科技大學,大陸地區,北京交通大學,1
103,1,國立臺灣科技大學,大陸地區,西南財經大學,2
103,1,國立臺灣科技大學,大韓民國(南韓),中央大學,1
103,1,國立臺灣科技大學,大韓民國(南韓),首爾市立大學,1
103,1,國立臺灣科技大學,加拿大,魁北克蒙特利爾大學管理學院,1
103,1,國立臺灣科技大學,匈牙利共和國,歐布達大學,1
103,1,國立臺灣科技大學,西班牙王國,馬拉加大學,1
103,1,國立臺灣科技大學,捷克共和國,巴爾杜比采大學,1
103,1,國立臺灣科技大學,捷克共和國,赫拉德茨克拉洛韋大學,1
103,1,國立臺灣科技大學,奧地利共和國,奧地利北部應用科技大學,2
103,1,國立臺灣科技大學,愛沙尼亞共和國,塔林理工大學,1
103,1,國立臺灣科技大學,德意志聯邦共和國,紐倫堡應用技術大學,1
103,1,國立臺灣科技大學,立陶宛共和國,維爾紐斯基爾基拉技術大學,2
103,1,國立臺灣科技大學,西班牙王國,加泰隆尼亞理工大學,2
103,1,國立臺灣科技大學,法國,特魯瓦科技大學,1
103,1,國立臺灣科技大學,捷克共和國,捷克科技大學,1
103,1,國立臺灣科技大學,捷克共和國,赫拉德茨克拉洛韋大學,1
103,1,國立臺灣科技大學,法國,國際跨文化心理學會,1
103,1,國立臺灣科技大學,大陸地區,中山大學,1
103,1,國立臺灣科技大學,比利時王國,布魯塞爾自由大學,1
103,1,國立臺灣科技大學,法國,信息處理科學國際學院,1
103,1,國立臺灣科技大學,德意志聯邦共和國,布倫瑞克科技大學,1
103,1,國立臺灣科技大學,捷克共和國,布爾諾科技大學,1
103,1,國立臺灣科技大學,捷克共和國,捷克科技大學,1
103,1,國立臺灣科技大學,奧地利共和國,格拉茨科技大學,1
103,1,國立臺灣科技大學,奧地利共和國,奧地利林茲大學,1
103,1,國立臺灣科技大學,德意志聯邦共和國,卡斯魯爾應用科學大學,2
103,1,國立臺灣科技大學,大陸地區,浙江大學,1
103,1,國立臺灣科技大學,奧地利共和國,奧地利林茲大學,1
103,1,國立臺灣科技大學,西班牙王國,加泰隆尼亞理工大學,1
103,1,國立臺灣科技大學,法國,EPF工程研究所,1
103,1,國立臺灣科技大學,德意志聯邦共和國,烏爾姆大學,1
103,1,國立臺灣科技大學,大陸地區,同濟大學,1
103,1,國立臺灣科技大學,匈牙利共和國,歐布達大學,1
103,1,國立臺灣科技大學,捷克共和國,巴爾杜比采大學,2
103,1,國立臺灣科技大學,大韓民國(南韓),亞太工業工程與管理協會,1
103,1,國立臺灣科技大學,大韓民國(南韓),浦項工科大學,1
103,1,國立臺灣科技大學,大韓民國(南韓),韓國工業工程師學會,2
103,1,國立臺灣科技大學,印度尼西亞共和國,京都大學促進國際關係學會,1
103,1,國立臺灣科技大學,印度尼西亞共和國,萬隆工業工程研究所,1
103,1,國立臺灣科技大學,德意志聯邦共和國,埃斯林根應用科學大學,1
103,1,國立臺灣科技大學,日本,九州國際研討中心,1
103,1,國立臺灣科技大學,日本,國際應用信息學院,1
103,1,國立臺灣科技大學,日本,國際顯示器社團法人學會,2
103,1,國立臺灣科技大學,印度共和國,喀拉拉州立科技與環境委員會,1
103,1,國立臺灣科技大學,美國,美國化學學會,1
103,1,國立臺灣科技大學,美國,美國真空學會,1
103,1,國立臺灣科技大學,加拿大,魁北克蒙特利爾大學管理學院,1
103,1,國立臺灣科技大學,比利時王國,布魯塞爾自由大學,1
103,1,國立臺灣科技大學,日本,琉球大學,1
103,1,國立臺灣科技大學,愛沙尼亞共和國,塔林理工大學,1
103,1,國立臺灣科技大學,日本,琉球大學,1
103,1,國立臺灣科技大學,捷克共和國,赫拉德茨克拉洛韋大學,1
103,1,國立臺灣科技大學,日本,德島大學,1
103,1,國立臺灣科技大學,日本,德島大學,1
103,1,國立臺灣科技大學,波蘭共和國,弗羅茨瓦夫理工大學,2
103,1,國立臺灣科技大學,德意志聯邦共和國,多特蒙德大學,1
103,1,國立臺灣科技大學,法國,法國國立民航大學,1
103,1,國立臺灣科技大學,德意志聯邦共和國,阿亨工業大學,2
103,1,國立臺灣科技大學,西班牙王國,馬拉加大學,1
103,1,國立臺灣科技大學,捷克共和國,奧斯特拉瓦技術大學,1
103,1,國立臺灣科技大學,日本,日本九州工業大學,1
103,1,國立臺灣科技大學,大陸地區,河北大學,1
103,1,國立臺灣科技大學,日本,國際組學團隊,1
103,1,國立臺灣科技大學,大陸地區,中國電源學會,1
103,1,國立臺灣科技大學,美國,維吉尼亞州立大學,1
103,1,國立臺灣科技大學,大陸地區,四川大學,1
103,1,國立臺灣科技大學,捷克共和國,布爾諾科技大學,1
103,1,國立臺灣科技大學,日本,日本九州工業大學,6
103,1,國立臺灣科技大學,法國,信息處理科學國際學院,1
103,1,國立臺灣科技大學,德意志聯邦共和國,埃斯林根應用科學大學,1
103,1,國立臺灣科技大學,德意志聯邦共和國,凱撒斯勞滕應用科學大學,1
103,1,國立臺灣科技大學,日本,日本九州工業大學,2
103,1,國立臺灣科技大學,大陸地區,同濟大學,1
103,1,國立臺灣科技大學,芬蘭共和國,阿爾托大學,1
103,1,國立臺灣科技大學,捷克共和國,捷克科技大學,1
103,1,國立臺灣科技大學,德意志聯邦共和國,布倫瑞克科技大學,1
103,1,國立臺灣科技大學,美國,材料研究學會,1
103,1,國立臺灣科技大學,美國,美國化學工程師學會,1
103,1,國立臺灣科技大學,美國,國際組學團隊,1
103,1,國立臺灣科技大學,英國,倫敦大學,1
103,1,國立臺灣科技大學,瑞士聯邦,洛桑理工學院,1
103,1,國立臺灣科技大學,大陸地區,浙江大學,1
103,1,國立臺灣科技大學,捷克共和國,奧斯特拉瓦技術大學,1
103,1,國立臺灣科技大學,日本,高教論壇,1
103,1,國立臺灣科技大學,德意志聯邦共和國,烏爾姆大學,1
103,1,國立臺灣科技大學,大陸地區,華南理工大學,1
103,1,國立臺灣科技大學,美國,加州州立工技大學波莫那分校,1
103,1,國立臺灣科技大學,大陸地區,同濟大學,2
103,1,國立臺灣科技大學,大陸地區,電腦輔助設計及應用期刊,2
103,1,國立臺灣科技大學,捷克共和國,巴爾杜比采大學,1
103,1,國立雲林科技大學,大陸地區,蘭州大學,1
103,1,國立雲林科技大學,大韓民國(南韓),國立首爾科學技術大學,1
103,1,國立雲林科技大學,日本,琉球大學,2
103,1,國立雲林科技大學,立陶宛共和國,維爾紐斯格迪米尼茲科技大學,1
103,1,國立雲林科技大學,西班牙王國,瓦倫西亞科技大學,1
103,1,國立雲林科技大學,法國,特魯瓦高等商學院,1
103,1,國立雲林科技大學,荷蘭王國,烏特列支應用科技大學,1
103,1,國立雲林科技大學,大韓民國(南韓),國立首爾科學技術大學,1
103,1,國立雲林科技大學,日本,千葉大學,1
103,1,國立雲林科技大學,日本,神戶藝術工科大學,1
103,1,國立雲林科技大學,德意志聯邦共和國,維爾茨堡-施韋因富特科技大學,1
103,1,國立雲林科技大學,日本,千葉大學,1
103,1,國立雲林科技大學,日本,京都府立大學,1
103,1,國立雲林科技大學,西班牙王國,瓦倫西亞科技大學,1
103,1,國立雲林科技大學,大韓民國(南韓),國立首爾科學技術大學,2
103,1,國立雲林科技大學,法國,特魯瓦高等商學院,1
103,1,國立雲林科技大學,大陸地區,蘇州大學,1
103,1,國立雲林科技大學,大陸地區,南京大學,1
103,1,國立雲林科技大學,日本,新潟大學,1
103,1,國立雲林科技大學,立陶宛共和國,維爾紐斯格迪米尼茲科技大學,1
103,1,國立雲林科技大學,西班牙王國,瓦倫西亞科技大學,1
103,1,國立雲林科技大學,法國,特魯瓦高等商學院,1
103,1,國立雲林科技大學,西班牙王國,瓦倫西亞科技大學,1
103,1,國立雲林科技大學,法國,特魯瓦高等商學院,1
103,1,國立雲林科技大學,德意志聯邦共和國,布蘭登堡應用大學,1
103,1,國立雲林科技大學,大陸地區,南京大學,1
103,1,國立雲林科技大學,大陸地區,哈爾濱工業大學,1
103,1,國立雲林科技大學,立陶宛共和國,維爾紐斯格迪米尼茲科技大學,1
103,1,國立雲林科技大學,荷蘭王國,烏特列支應用科技大學,1
103,1,國立雲林科技大學,德意志聯邦共和國,布蘭登堡應用大學,3
103,1,國立雲林科技大學,大陸地區,北京理工大學,1
103,1,國立雲林科技大學,美國,匹茲堡州立大學,1
103,1,國立雲林科技大學,荷蘭王國,烏特列支應用科技大學,2
103,1,國立雲林科技大學,德意志聯邦共和國,布蘭登堡應用大學,1
103,1,國立雲林科技大學,大陸地區,南京大學,1
103,1,國立雲林科技大學,大韓民國(南韓),國立首爾科學技術大學,1
103,1,國立雲林科技大學,荷蘭王國,烏特列支應用科技大學,1
103,1,國立雲林科技大學,大陸地區,北京航空航天大學,1
103,1,國立雲林科技大學,西班牙王國,瓦倫西亞科技大學,1
103,1,國立雲林科技大學,日本,琉球大學,1
103,1,國立雲林科技大學,法國,特魯瓦高等商學院,1
103,1,國立雲林科技大學,立陶宛共和國,維爾紐斯格迪米尼茲科技大學,1
103,1,國立屏東科技大學,美國,西來大學,4
103,1,國立屏東科技大學,美國,西來大學,1
103,1,國立屏東科技大學,美國,密蘇里大學哥倫比亞校區,1
103,1,國立屏東科技大學,美國,賓州大學,1
103,1,國立屏東科技大學,美國,密蘇里大學,1
103,1,國立屏東科技大學,美國,維吉尼亞理工學院暨州立大學,2
103,1,國立臺北科技大學,白俄羅斯共和國,烏拉聯邦大學,1
103,1,國立臺北科技大學,捷克共和國,捷克科技大學,1
103,1,國立臺北科技大學,越南社會主義共和國,FPT大學,1
103,1,國立臺北科技大學,土耳其共和國,中東科技大學,1
103,1,國立臺北科技大學,日本,千葉工業大學,1
103,1,國立臺北科技大學,德意志聯邦共和國,特利爾應用科技大學,1
103,1,國立臺北科技大學,德意志聯邦共和國,歐芬巴設計學院,2
103,1,國立臺北科技大學,大韓民國(南韓),釜慶大學,1
103,1,國立臺北科技大學,愛爾蘭共和國,史萊戈科技大學,1
103,1,國立臺北科技大學,大韓民國(南韓),成均館大學,2
103,1,國立臺北科技大學,荷蘭王國,漢斯應用科技大學,1
103,1,國立臺北科技大學,美國,密西根大學迪爾波分校,1
103,1,國立臺北科技大學,日本,名古屋工業大學,1
103,1,國立臺北科技大學,大陸地區,北京理工大學,1
103,1,國立臺北科技大學,大陸地區,北京科技大學,1
103,1,國立臺北科技大學,愛爾蘭共和國,史萊戈科技大學,1
103,1,國立臺北科技大學,德意志聯邦共和國,卡斯魯應用科技大學,1
103,1,國立臺北科技大學,越南社會主義共和國,FPT大學,1
103,1,國立臺北科技大學,德意志聯邦共和國,卡斯魯應用科技大學,1
103,1,國立臺北科技大學,荷蘭王國,漢斯應用科技大學,1
103,1,國立臺北科技大學,波蘭共和國,華沙科技大學,1
103,1,國立高雄第一科技大學,日本,梅光學院大學,2
103,1,國立高雄第一科技大學,奧地利共和國,喬安內姆高等學校,1
103,1,國立高雄第一科技大學,德意志聯邦共和國,德國福茲堡科技大學,3
103,1,國立高雄第一科技大學,德意志聯邦共和國,德國福茲堡科技大學,1
103,1,國立高雄第一科技大學,泰王國(泰國),泰國東方大學,2
103,1,國立高雄第一科技大學,奧地利共和國,喬安內姆高等學校,1
103,1,國立高雄第一科技大學,德意志聯邦共和國,德國福茲堡科技大學,2
103,1,國立高雄第一科技大學,奧地利共和國,喬安內姆高等學校,1
103,1,國立高雄第一科技大學,日本,日本大阪工業大學,20
103,1,國立高雄第一科技大學,奧地利共和國,喬安內姆高等學校,2
103,1,國立高雄第一科技大學,日本,愛媛大學,2
103,1,國立高雄應用科技大學,德意志聯邦共和國,霍夫應用科學大學,1
103,1,國立高雄應用科技大學,德意志聯邦共和國,因戈爾施塔特高等專科學校,1
103,1,國立高雄應用科技大學,德意志聯邦共和國,霍夫應用科學大學,1
103,1,國立高雄應用科技大學,德意志聯邦共和國,霍夫應用科學大學,1
103,1,國立高雄應用科技大學,德意志聯邦共和國,因戈爾施塔特高等專科學校,1
103,1,國立高雄應用科技大學,德意志聯邦共和國,因戈爾施塔特高等專科學校,2
103,1,國立高雄應用科技大學,日本,鹿兒島國際大學,1
103,1,國立臺北藝術大學,法國,巴黎高等美術學院,1
103,1,國立臺北藝術大學,法國,布爾茲藝術學院,2
103,1,國立臺北藝術大學,捷克共和國,布拉格藝術學院,2
103,1,國立臺北藝術大學,日本,多摩美術大學,1
103,1,國立臺北藝術大學,日本,京都造形藝術大學,1
103,1,國立臺北藝術大學,芬蘭共和國,芬蘭美術學院，赫爾辛基藝術大學,2
103,1,國立臺北藝術大學,德意志聯邦共和國,卡塞爾大學,2
103,1,國立臺北藝術大學,以色列,特拉維夫大學,1
103,1,國立臺北藝術大學,奧地利共和國,維也納市立音樂學院,1
103,1,國立臺北藝術大學,奧地利共和國,薩爾茲堡莫扎特大學,1
103,1,國立臺北藝術大學,芬蘭共和國,西貝流士音樂學院，赫爾辛基藝術大學,3
103,1,國立臺北藝術大學,奧地利共和國,薩爾茲堡莫扎特大學,1
103,1,國立臺北藝術大學,美國,美國紐約州立大學帕契斯藝術學院,3
103,1,國立臺北藝術大學,澳大利亞,澳洲艾迪斯柯恩大學,3
103,1,國立臺北藝術大學,英國,伯恩茅斯藝術學院,1
103,1,國立臺北藝術大學,大韓民國(南韓),韓國藝術綜合學校,1
103,1,國立臺灣藝術大學,新加坡共和國,新加坡亞洲文明博物館,1
103,1,國立臺灣藝術大學,大陸地區,蘇州大學,2
103,1,國立臺灣藝術大學,法國,法國布爾日國立高等藝術學院,1
103,1,國立臺灣藝術大學,捷克共和國,布拉格藝術建築和藝術學院,1
103,1,國立臺灣藝術大學,日本,大東文化大學,2
103,1,國立臺灣藝術大學,日本,女子美術大學,1
103,1,國立臺灣藝術大學,日本,筑波大學,1
103,1,國立臺灣藝術大學,法國,法國巴黎高等美術學院,1
103,1,國立臺灣藝術大學,西班牙王國,瓦倫西亞科技大學,1
103,1,國立臺灣藝術大學,捷克共和國,布拉格藝術建築和藝術學院,1
103,1,國立臺灣藝術大學,日本,多摩美術大學,1
103,1,國立臺灣藝術大學,大陸地區,西安美術學院,1
103,1,國立臺灣藝術大學,大韓民國(南韓),大邱大學,1
103,1,國立臺灣藝術大學,美國,南猶他大學,1
103,1,國立臺灣藝術大學,大陸地區,中央民族大學,1
103,1,國立臺灣藝術大學,大陸地區,上海戲劇學院,2
103,1,國立臺灣藝術大學,大陸地區,南京大學,1
103,1,國立臺灣藝術大學,大陸地區,山東藝術學院,1
103,1,國立臺灣藝術大學,法國,馮師鞏帝大學,1
103,1,國立臺灣藝術大學,香港,香港浸會大學,3
103,1,國立臺灣藝術大學,英國,金士頓,2
